-2.500000000000000139e-02,5.500000000000000028e-02,-1.350000000000000089e-01
-2.000000000000000042e-02,5.000000000000000278e-02,-1.300000000000000044e-01
-2.000000000000000042e-02,4.499999999999999833e-02,-1.250000000000000000e-01
-2.000000000000000042e-02,4.000000000000000083e-02,-1.250000000000000000e-01
-1.499999999999999944e-02,3.500000000000000333e-02,-1.250000000000000000e-01
-1.000000000000000021e-02,3.500000000000000333e-02,-1.250000000000000000e-01
-5.000000000000000104e-03,4.000000000000000083e-02,-1.199999999999999956e-01
0.000000000000000000e+00,4.499999999999999833e-02,-1.199999999999999956e-01
0.000000000000000000e+00,5.000000000000000278e-02,-1.199999999999999956e-01
5.000000000000000104e-03,5.500000000000000028e-02,-1.250000000000000000e-01
