-0.013,0.058,-0.142,0,0,0
-0.012,0.058,-0.142,-0.002,0,0
-0.014,0.058,-0.142,0,-0.002,0
-0.014,0.056,-0.142,-0.002,0,0
-0.016,0.056,-0.142,0,0,0.002
-0.016,0.056,-0.14,0,-0.002,0
-0.016,0.054,-0.14,-0.002,0,0
-0.018,0.054,-0.14,0,0,0.002
-0.018,0.054,-0.138,0,-0.002,0
-0.018,0.052,-0.138,0,0,0.002
-0.018,0.052,-0.136,-0.002,0,0
-0.02,0.052,-0.136,0,0,0.002
-0.02,0.052,-0.134,0,-0.002,0
-0.02,0.05,-0.134,-0.002,0,0
-0.022,0.05,-0.134,0,0,0.002
-0.022,0.05,-0.132,-0.002,0,0
-0.024,0.05,-0.132,0,-0.002,0
-0.024,0.048,-0.132,-0.002,0,0
-0.026,0.048,-0.132,0,-0.002,0
-0.026,0.046,-0.132,-0.002,0,0
-0.028,0.046,-0.132,-0.002,0,0
-0.03,0.046,-0.132,0,0,-0.002
-0.03,0.046,-0.134,0,-0.002,0
-0.03,0.044,-0.134,-0.002,0,0
-0.032,0.044,-0.134,0,0,-0.002
-0.032,0.044,-0.136,0,-0.002,0
-0.032,0.042,-0.136,-0.002,0,0
-0.034,0.042,-0.136,-0.002,0,0
-0.036,0.042,-0.136,0,-0.002,0
-0.036,0.04,-0.136,0,0.002,0
-0.036,0.042,-0.136,0.002,0,0
-0.034,0.042,-0.136,0.002,0,0
-0.032,0.042,-0.136,0,0.002,0
-0.032,0.044,-0.136,0.002,0,0
-0.03,0.044,-0.136,0.002,0,0
-0.028,0.044,-0.136,0.002,0,0
-0.026,0.044,-0.136,0.002,0,0
-0.024,0.044,-0.136,0,0.002,0
-0.024,0.046,-0.136,0.002,0,0
-0.022,0.046,-0.136,0,-0.002,0
-0.022,0.044,-0.136,0,0,0.002
-0.022,0.044,-0.134,0,-0.002,0.002
-0.022,0.042,-0.132,0,0,0.002
-0.022,0.042,-0.13,-0.002,0,0
-0.024,0.042,-0.13,-0.002,0,0
-0.026,0.042,-0.13,0,0,0.002
-0.026,0.042,-0.128,0,-0.002,0
-0.026,0.04,-0.128,0.002,0,0
-0.024,0.04,-0.128,0.002,0,0
-0.022,0.04,-0.128,0.002,0,0
-0.02,0.04,-0.128,0.002,0,0
-0.018,0.04,-0.128,0,0.002,0
-0.018,0.042,-0.128,0.002,0,0
-0.016,0.042,-0.128,0.002,0,0
-0.014,0.042,-0.128,0.002,0,0
-0.012,0.042,-0.128,0,0.002,0
-0.012,0.044,-0.128,0.002,0,0
-0.01,0.044,-0.128,0.002,0,0
-0.008,0.044,-0.128,0,0.002,0
-0.008,0.046,-0.128,0.002,0,0
-0.006,0.046,-0.128,0,0.002,0
-0.006,0.048,-0.128,0.002,0,0
-0.004,0.048,-0.128,0,0,0.002
-0.004,0.048,-0.126,0,0.002,0
-0.004,0.05,-0.126,0,0,0.002
-0.004,0.05,-0.124,0.002,0,0
-0.002,0.05,-0.124,0,0.002,0
-0.002,0.052,-0.124,0.002,0,0
0,0.052,-0.124,0,0.002,0
0,0.054,-0.124,0.002,0,0
0.002,0.054,-0.124,0.002,0,0
0.004,0.054,-0.124,0,0.002,0
0.004,0.056,-0.124,0,0,0.002
0.004,0.056,-0.122,0.002,0,0
0.006,0.056,-0.122,0,0.002,0
0.006,0.058,-0.122,-0.002,0,0
0.004,0.058,-0.122,0,0,0.002
0.004,0.058,-0.12,-0.002,0,0
0.002,0.058,-0.12,-0.002,0,0.002
0,0.058,-0.118,-0.002,0,0
-0.002,0.058,-0.118,0,0,0.002
-0.002,0.058,-0.116,-0.002,0.002,0
-0.004,0.06,-0.116,0,0,-0.002
-0.004,0.06,-0.118,0,0,-0.002
-0.004,0.06,-0.12,0,0.002,0
-0.004,0.062,-0.12,0.002,0,0
-0.002,0.062,-0.12,0,0,-0.002
-0.002,0.062,-0.122,0,0,-0.002
-0.002,0.062,-0.124,0,0,0.002
