-0.004,0.052,-0.137,0,0,0
-0.004,0.052,-0.138,0,-0.002,0
-0.004,0.05,-0.138,0,0,0.002
-0.004,0.05,-0.136,-0.002,0,0
-0.006,0.05,-0.136,0,-0.002,0
-0.006,0.048,-0.136,0,0,0.002
-0.006,0.048,-0.134,0,-0.002,0
-0.006,0.046,-0.134,0,0,0.002
-0.006,0.046,-0.132,-0.002,0,0
-0.008,0.046,-0.132,0,0,0.002
-0.008,0.046,-0.13,0,-0.002,0
-0.008,0.044,-0.13,-0.002,0,0
-0.01,0.044,-0.13,0,0,0.002
-0.01,0.044,-0.128,0,-0.002,0
-0.01,0.042,-0.128,-0.002,0,0
-0.012,0.042,-0.128,0,-0.002,0
-0.012,0.04,-0.128,-0.002,0,0
-0.014,0.04,-0.128,-0.002,-0.002,0
-0.016,0.038,-0.128,0,0,0.002
-0.016,0.038,-0.126,-0.002,0,0
-0.018,0.038,-0.126,0,-0.002,0
-0.018,0.036,-0.126,-0.002,0,0
-0.02,0.036,-0.126,0,0,-0.002
-0.02,0.036,-0.128,0,-0.002,0
-0.02,0.034,-0.128,0,0.002,0
-0.02,0.036,-0.128,0.002,0,0
-0.018,0.036,-0.128,0,0,-0.002
-0.018,0.036,-0.13,0.002,0,0
-0.016,0.036,-0.13,0.002,0,0
-0.014,0.036,-0.13,0,-0.002,0
-0.014,0.034,-0.13,0.002,0,0
-0.012,0.034,-0.13,0.002,0,0
-0.01,0.034,-0.13,0,-0.002,0
-0.01,0.032,-0.13,0.002,0,0.002
-0.008,0.032,-0.128,0,-0.002,0
-0.008,0.03,-0.128,0,0,0.002
-0.008,0.03,-0.126,0.002,-0.002,0
-0.006,0.028,-0.126,0,0,0.002
-0.006,0.028,-0.124,0,-0.002,0
-0.006,0.026,-0.124,0,0,0.002
-0.006,0.026,-0.122,0.002,0,0
-0.004,0.026,-0.122,0,0.002,0
-0.004,0.028,-0.122,0,0,-0.002
-0.004,0.028,-0.124,0,0.002,0
-0.004,0.03,-0.124,0.002,0,0
-0.002,0.03,-0.124,0,0.002,0
-0.002,0.032,-0.124,0.002,0,0
0,0.032,-0.124,0,0,-0.002
0,0.032,-0.126,0.002,0,0
0.002,0.032,-0.126,0,0.002,0
0.002,0.034,-0.126,0.002,0,0
0.004,0.034,-0.126,0,0.002,0
0.004,0.036,-0.126,0,0.002,0
0.004,0.038,-0.126,0.002,0,0
0.006,0.038,-0.126,0,0.002,0
0.006,0.04,-0.126,0,0,-0.002
0.006,0.04,-0.128,0.002,0.002,0
0.008,0.042,-0.128,0,0.002,0
0.008,0.044,-0.128,0,0.002,0
0.008,0.046,-0.128,0,0,-0.002
0.008,0.046,-0.13,0.002,0,0
0.01,0.046,-0.13,0,0.002,0
0.01,0.048,-0.13,0,0.002,0
0.01,0.05,-0.13,0,0,-0.002
0.01,0.05,-0.132,0,0.002,0
0.01,0.052,-0.132,-0.002,0,0
