-0.004,0.052,-0.137,0.0,0.0,0.0
-0.005,0.05,-0.135,0.0,0.0,-0.005
-0.005,0.05,-0.14,0.0,0.0,0.005
-0.005,0.05,-0.135,0.0,-0.005,0.0
-0.005,0.045,-0.135,0.0,0.0,0.005
-0.005,0.045,-0.13,-0.005,0.0,0.0
-0.01,0.045,-0.13,0.0,-0.005,0.0
-0.01,0.04,-0.13,-0.005,0.0,0.0
-0.015,0.04,-0.13,0.0,0.0,0.005
-0.015,0.04,-0.125,-0.005,-0.005,0.0
-0.02,0.035,-0.125,0.0,0.0,-0.005
-0.02,0.035,-0.13,0.005,0.0,0.0
-0.015,0.035,-0.13,0.005,0.0,0.0
-0.01,0.035,-0.13,0.0,-0.005,0.0
-0.01,0.03,-0.13,0.0,0.0,0.005
-0.01,0.03,-0.125,0.005,0.0,0.0
-0.005,0.03,-0.125,0.0,-0.005,0.0
-0.005,0.025,-0.125,0.0,0.0,0.005
-0.005,0.025,-0.12,0.0,0.005,0.0
-0.005,0.03,-0.12,0.0,0.0,-0.005
-0.005,0.03,-0.125,0.005,0.0,0.0
0.0,0.03,-0.125,0.0,0.005,0.0
0.0,0.035,-0.125,0.005,0.0,0.0
0.005,0.035,-0.125,0.0,0.005,0.0
0.005,0.04,-0.125,0.0,0.0,-0.005
0.005,0.04,-0.13,0.0,0.005,0.0
0.005,0.045,-0.13,0.005,0.0,0.0
0.01,0.045,-0.13,0.0,0.005,0.0
0.01,0.05,-0.13,0.0,0.0,-0.005
0.01,0.05,-0.135,0.0,0.0,0.005
0.01,0.05,-0.13,0.0,0.0,-0.005
