-0.013,0.058,-0.142,0,0,0
-0.013,0.058,-0.142,0.001,0,0
-0.012,0.058,-0.142,-0.001,0,0
-0.013,0.058,-0.142,0,-0.001,0
-0.013,0.057,-0.142,-0.001,0,0
-0.014,0.057,-0.142,-0.001,0,0
-0.015,0.057,-0.142,0,-0.001,0
-0.015,0.056,-0.142,-0.001,0,0
-0.016,0.056,-0.142,0,0,0.001
-0.016,0.056,-0.141,0,-0.001,0
-0.016,0.055,-0.141,-0.001,0,0
-0.017,0.055,-0.141,0,-0.001,0
-0.017,0.054,-0.141,0,0,0.001
-0.017,0.054,-0.14,0,0,0.001
-0.017,0.054,-0.139,0,-0.001,0
-0.017,0.053,-0.139,-0.001,0,0
-0.018,0.053,-0.139,0,0,0.001
-0.018,0.053,-0.138,0,0,0.001
-0.018,0.053,-0.137,-0.001,0,0
-0.019,0.053,-0.137,0,-0.001,0
-0.019,0.052,-0.137,0,0,0.001
-0.019,0.052,-0.136,-0.001,0,0
-0.02,0.052,-0.136,0,0,0.001
-0.02,0.052,-0.135,0,-0.001,0
-0.02,0.051,-0.135,0,0,0.001
-0.02,0.051,-0.134,-0.001,0,0
-0.021,0.051,-0.134,0,0,0.001
-0.021,0.051,-0.133,-0.001,0,0
-0.022,0.051,-0.133,0,-0.001,0
-0.022,0.05,-0.133,0,0,0.001
-0.022,0.05,-0.132,-0.001,0,0
-0.023,0.05,-0.132,0,-0.001,0
-0.023,0.049,-0.132,-0.001,0,0
-0.024,0.049,-0.132,-0.001,0,0
-0.025,0.049,-0.132,0,-0.001,0
-0.025,0.048,-0.132,-0.001,0,0
-0.026,0.048,-0.132,0,0,0.001
-0.026,0.048,-0.131,0,-0.001,0
-0.026,0.047,-0.131,-0.001,0,0
-0.027,0.047,-0.131,0,-0.001,0
-0.027,0.046,-0.131,0,0,-0.001
-0.027,0.046,-0.132,-0.001,0,0
-0.028,0.046,-0.132,0,-0.001,0
-0.028,0.045,-0.132,-0.001,0,0
-0.029,0.045,-0.132,0,0,-0.001
-0.029,0.045,-0.133,-0.001,0,0
-0.03,0.045,-0.133,0,0,-0.001
-0.03,0.045,-0.134,0,-0.001,0
-0.03,0.044,-0.134,-0.001,0,0
-0.031,0.044,-0.134,-0.001,0,-0.001
-0.032,0.044,-0.135,0,-0.001,0
-0.032,0.043,-0.135,-0.001,0,0
-0.033,0.043,-0.135,0,0,-0.001
-0.033,0.043,-0.136,0,-0.001,0
