-0.004,0.052,-0.137,0,0,0
-0.004,0.052,-0.137,0,0,-0.001
-0.004,0.052,-0.138,0,-0.001,0
-0.004,0.051,-0.138,-0.001,0,0
-0.005,0.051,-0.138,0,0,0.001
-0.005,0.051,-0.137,0.001,0,0
-0.004,0.051,-0.137,0,-0.001,0
-0.004,0.05,-0.137,-0.001,0,0
-0.005,0.05,-0.137,0,0,0.001
-0.005,0.05,-0.136,0,-0.001,0
-0.005,0.049,-0.136,0,0,0.001
-0.005,0.049,-0.135,0,-0.001,0
-0.005,0.048,-0.135,0,0,0.001
-0.005,0.048,-0.134,0,-0.001,0
-0.005,0.047,-0.134,-0.001,0,0
-0.006,0.047,-0.134,0,0,0.001
-0.006,0.047,-0.133,0,0,0.001
-0.006,0.047,-0.132,0,-0.001,0
-0.006,0.046,-0.132,-0.001,0,0
-0.007,0.046,-0.132,0,0,0.001
-0.007,0.046,-0.131,-0.001,0,0
-0.008,0.046,-0.131,0,0,0.001
-0.008,0.046,-0.13,0,-0.001,0
-0.008,0.045,-0.13,-0.001,0,0
-0.009,0.045,-0.13,0,-0.001,0
-0.009,0.044,-0.13,0,0,0.001
-0.009,0.044,-0.129,0,-0.001,0
-0.009,0.043,-0.129,-0.001,0,0
-0.01,0.043,-0.129,0,-0.001,0
-0.01,0.042,-0.129,-0.001,0,0
-0.011,0.042,-0.129,0,0,0.001
-0.011,0.042,-0.128,0,-0.001,0
-0.011,0.041,-0.128,-0.001,0,0
-0.012,0.041,-0.128,-0.001,0,0
-0.013,0.041,-0.128,0,-0.001,0
-0.013,0.04,-0.128,-0.001,0,0
-0.014,0.04,-0.128,0,0,0.001
-0.014,0.04,-0.127,0,-0.001,0
-0.014,0.039,-0.127,-0.001,0,0
-0.015,0.039,-0.127,-0.001,0,0
-0.016,0.039,-0.127,0,-0.001,0
-0.016,0.038,-0.127,-0.001,0,0
-0.017,0.038,-0.127,0,0,0.001
-0.017,0.038,-0.126,-0.001,-0.001,0
-0.018,0.037,-0.126,-0.001,0,0
-0.019,0.037,-0.126,0,-0.001,0
-0.019,0.036,-0.126,-0.001,0,0
-0.02,0.036,-0.126,0,0,-0.001
-0.02,0.036,-0.127,0,-0.001,0
-0.02,0.035,-0.127,-0.001,0,0
-0.021,0.035,-0.127,0,0,-0.001
-0.021,0.035,-0.128,0.001,0,0
-0.02,0.035,-0.128,0.001,0,0
-0.019,0.035,-0.128,0,0,-0.001
-0.019,0.035,-0.129,0.001,0,0
-0.018,0.035,-0.129,0,0,-0.001
-0.018,0.035,-0.13,0.001,0,0
-0.017,0.035,-0.13,0.001,0,0
-0.016,0.035,-0.13,0.001,0,0
-0.015,0.035,-0.13,0.001,0,0
-0.014,0.035,-0.13,0,0,-0.001
-0.014,0.035,-0.131,0.001,0,0
-0.013,0.035,-0.131,0.001,-0.001,0
