Wall time,Step,Value
1587608289.9616194,1602262,-0.578125
1587609714.938729,1615454,-0.4375
1587611697.4438689,1632764,-0.53125
1587612392.5630887,1638639,-0.421875
1587613214.8206096,1647511,-0.421875
1587613215.054461,1647530,-0.53125
1587613275.5405731,1648119,-0.390625
1587614055.387879,1655144,-0.546875
1587615431.403516,1667880,-0.4375
1587615822.419338,1672026,-0.265625
1587615871.2507296,1672512,-0.375
1587616006.1772478,1673907,-0.40625
1587616447.924348,1678195,-0.578125
1587616594.9913685,1679716,-0.578125
1587618949.8664837,1700404,-0.375
1587619145.380696,1702427,-0.40625
1587619483.7944171,1705698,-0.59375
1587620214.8245366,1712023,-0.5
1587620363.3235137,1713433,-0.296875
1587620387.491634,1713624,-0.3125
1587620907.5362794,1718636,-0.390625
1587622628.366461,1735672,-0.40625
1587622736.3862238,1736762,-0.5
1587623017.602216,1739426,-0.234375
1587623414.269149,1743093,-0.375
1587623519.1485157,1744011,-0.5
1587624277.9160814,1750833,-0.375
1587624279.2273777,1750937,-0.421875
1587626741.133559,1775473,-0.4375
1587626776.720515,1775773,-0.4375
1587627385.4105835,1781740,-0.515625
1587627401.699496,1781869,-0.59375
1587627437.7065437,1782213,-0.5
1587627717.0011282,1784678,-0.421875
1587628885.883771,1795760,-0.546875
1587629086.986624,1798492,-0.484375
1587629579.7630172,1803876,-0.5
1587629908.5667841,1807054,-0.515625
1587630071.5974045,1809104,-0.5
1587630162.3064969,1809952,-0.421875
1587631150.440947,1819392,-0.46875
1587631763.0454047,1825462,-0.421875
1587633751.2421145,1846143,-0.46875
1587633850.4426637,1847236,-0.625
1587634022.7577808,1848972,-0.5
1587634050.6257122,1849286,-0.5625
1587634928.7085788,1859616,-0.578125
1587635675.1358392,1866719,-0.65625
1587635964.6279519,1869363,-0.5
1587636138.1051886,1870809,-0.625
1587636404.276896,1873139,-0.453125
1587636948.0123007,1878339,-0.390625
1587637383.5329812,1883018,-0.40625
1587637460.6065054,1883661,-0.515625
1587638501.9177396,1893821,-0.40625
1587638703.4498916,1895789,-0.484375
1587638764.6264474,1896710,-0.546875
1587638926.5336754,1898765,-0.4375
1587640815.2073643,1916562,-0.625
1587641317.8127377,1921553,-0.625
1587642490.672027,1933176,-0.5
1587642607.3547885,1934240,-0.4375
1587642626.3198667,1934274,-0.46875
1587644263.54155,1948876,-0.421875
1587644292.9637754,1949116,-0.453125
1587644602.0257916,1952224,-0.265625
1587644612.351056,1952392,-0.359375
1587644874.0726655,1954819,-0.421875
1587645058.270015,1956330,-0.421875
1587647708.6582038,1981790,-0.359375
1587648002.3182538,1984385,-0.328125
1587648429.552283,1988303,-0.453125
1587648430.3383276,1988364,-0.484375
1587649227.8303628,1995672,-0.375
1587649367.5928519,1996985,-0.40625
1587649988.0699599,2003019,-0.359375
1587650105.8211262,2004262,-0.328125
1587650360.6478772,2007136,-0.4375
1587650397.399952,2007432,-0.453125
1587650796.1059942,2010972,-0.40625
1587651202.6173646,2015099,-0.5
1587651355.810017,2016638,-0.484375
1587651892.4764447,2021862,-0.640625
1587652302.476496,2025337,-0.53125
1587653075.968689,2033947,-0.296875
1587653272.46873,2036053,-0.59375
1587654383.04845,2045570,-0.53125
1587654404.7283442,2045832,-0.453125
1587654483.673458,2046388,-0.40625
1587655349.259235,2055185,-0.390625
1587655362.5684054,2055446,-0.421875
1587655437.8635604,2056123,-0.515625
1587655703.743714,2058411,-0.453125
1587655723.642925,2058489,-0.421875
1587655843.9120977,2059593,-0.546875
1587655882.976741,2059843,-0.40625
1587656225.3155143,2064098,-0.671875
1587656335.6120105,2065032,-0.703125
1587656360.5727448,2065217,-0.578125
1587656408.5072386,2065765,-0.578125
1587657522.9415808,2076405,-0.46875
1587657873.2676253,2079756,-0.546875
1587658175.1106553,2082694,-0.46875
1587658542.5798843,2086152,-0.46875
1587658627.699667,2086877,-0.546875
1587658984.3866127,2090512,-0.375
1587659255.2472932,2093615,-0.375
1587659747.2974393,2099106,-0.328125
1587659989.1752524,2102358,-0.46875
1587660052.184261,2103039,-0.5625
1587660747.525164,2110046,-0.53125
1587661191.6295414,2114111,-0.53125
1587661497.189587,2117010,-0.609375
1587661669.4420636,2118843,-0.484375
1587661669.6640851,2118859,-0.546875
1587661708.4799006,2119210,-0.578125
1587662067.3792973,2123095,-0.5
1587662463.4904797,2127247,-0.515625
1587662770.70676,2130064,-0.546875
1587663130.1493516,2133329,-0.5
1587664588.184024,2145915,-0.375
1587665084.857637,2150640,-0.4375
1587665199.0341942,2152077,-0.4375
1587665690.3201714,2157661,-0.421875
1587665869.6700335,2159270,-0.375
1587666998.5558262,2170600,-0.65625
1587667449.537167,2174109,-0.4375
1587667504.3967514,2174561,-0.375
1587667505.6877863,2174641,-0.515625
1587667840.438589,2177783,-0.484375
1587668516.4873092,2183829,-0.4375
1587668536.9616482,2183928,-0.390625
1587668698.725191,2185190,-0.4375
1587669058.4713397,2188561,-0.515625
1587669444.186028,2192402,-0.390625
1587669563.8085504,2193512,-0.46875
1587669733.6130052,2194999,-0.46875
1587669788.4488435,2195433,-0.46875
1587671011.680387,2206163,-0.53125
1587671361.9563859,2209082,-0.53125
1587672814.985902,2223229,-0.46875
1587672982.85679,2224512,-0.421875
1587673108.3682435,2225625,-0.59375
1587673221.1241114,2226825,-0.625
1587673938.3690321,2233898,-0.46875
1587674689.866105,2241888,-0.390625
1587674812.3888388,2243308,-0.578125
1587675467.7600553,2250659,-0.53125
1587675647.278253,2252596,-0.703125
1587675657.4826725,2252720,-0.65625
1587675789.3967142,2254137,-0.671875
1587676096.9677317,2258085,-0.5625
1587676199.914693,2259257,-0.625
1587676846.535808,2265265,-0.640625
1587676872.2891507,2265474,-0.640625
1587677116.4085364,2267609,-0.671875
