Wall time,Step,Value
1587783856.667171,3284761,-3.0
1587784209.3714917,3287787,-2.0
1587784508.7811384,3290454,0.0
1587784951.1856265,3295602,-2.0
1587785013.0751038,3296244,-10.0
1587785792.633794,3304835,-2.0
1587785877.2519126,3305524,-2.0
1587785948.20767,3306146,-2.0
1587786039.0765035,3306888,-13.0
1587786069.9638605,3307117,-1.0
1587786128.4697933,3307571,-1.0
1587786345.7202237,3309514,-2.0
1587786674.0408807,3312685,-2.0
1587787314.5435634,3317680,-3.0
1587787597.8208761,3320181,-6.0
1587787806.9425807,3322128,1.0
1587788209.2041888,3325968,-15.0
1587788632.0142093,3329618,-7.0
1587788839.5055554,3331099,-5.0
1587789380.8061054,3335643,-4.0
1587789945.1946845,3339995,-6.0
1587790026.300992,3340663,-43.0
1587790603.138289,3345031,-11.0
1587790726.2374012,3345882,0.0
1587791718.895842,3356372,-3.0
1587792233.7750258,3362658,-3.0
1587792721.4387653,3367166,-40.0
1587793686.623996,3376719,-2.0
1587794069.0591016,3380346,-2.0
1587794259.7602167,3381901,-22.0
1587794360.498373,3382867,-2.0
1587795058.8620324,3389587,-3.0
1587795403.220747,3392814,-3.0
1587795448.778744,3393160,-6.0
1587796039.7125566,3398623,-3.0
1587796167.5887384,3399778,-4.0
1587797586.4676874,3414972,0.0
1587797665.857628,3415703,-4.0
1587797769.4526336,3416590,-4.0
1587797830.0207489,3417104,-7.0
1587797849.6997488,3417242,-12.0
1587798998.8283474,3427842,-4.0
1587800017.857025,3436944,-2.0
1587800808.2864015,3445091,-1.0
1587801104.9446003,3447609,-10.0
1587801143.5362906,3447927,-5.0
1587801397.417732,3450019,-5.0
1587801737.8077855,3454059,-8.0
1587802396.958299,3460048,-5.0
1587802506.8212636,3460976,-7.0
1587802740.766281,3463299,-4.0
1587802888.6471772,3464512,-7.0
1587803190.9547675,3467053,-1.0
1587803296.7051225,3467943,-6.0
1587804372.4599137,3478654,-11.0
1587804992.2690725,3484780,-5.0
1587805514.9508483,3491125,-5.0
1587806147.2320461,3497813,-8.0
1587806431.638482,3500525,-7.0
1587807738.565823,3512151,0.0
1587808030.54026,3514873,-5.0
1587809538.752304,3529893,-5.0
1587809583.8429296,3530327,-17.0
1587809639.4675162,3530795,-4.0
1587809642.245687,3530819,-7.0
1587810163.787237,3535296,-19.0
1587810185.2705846,3535467,-2.0
1587810402.0468166,3537356,0.0
1587811322.3240912,3545869,0.0
1587811876.444817,3551172,-1.0
1587811896.871838,3551348,0.0
1587811944.4092937,3551756,-5.0
1587812361.2455297,3556399,-5.0
1587812846.0548136,3562289,-4.0
1587813073.0989454,3564587,-10.0
1587813570.6554992,3569448,-4.0
1587813627.4581509,3569840,-7.0
1587814811.042465,3579372,-9.0
1587814865.7617142,3579788,-13.0
1587814922.6762998,3580289,-2.0
1587814987.797034,3580941,-6.0
1587815736.982665,3588915,-3.0
1587816447.1793315,3596756,-44.0
1587816613.229978,3598182,-20.0
1587816623.91194,3598258,-10.0
1587816683.222156,3598805,-2.0
1587817275.391642,3603952,0.0
1587817470.474488,3605807,0.0
1587817783.3739588,3608926,-3.0
1587817971.6098676,3610631,-7.0
1587817976.5258756,3610657,-5.0
1587818275.7620025,3614100,-1.0
1587818973.3216662,3619750,-5.0
1587819810.4307756,3628425,-19.0
1587820096.116844,3630994,-115.0
1587820270.413135,3632950,-6.0
1587821315.8250492,3643249,-9.0
1587821351.8315501,3643590,-28.0
1587821818.8334725,3648629,-4.0
1587822080.4949431,3651633,-8.0
1587822903.7564454,3659992,0.0
1587823063.3152504,3661311,-2.0
1587823092.3238823,3661518,-14.0
1587823129.2445133,3661860,-4.0
1587823356.6995633,3664166,-31.0
1587823977.2099724,3670197,-5.0
1587824473.7975893,3674829,-8.0
1587824843.2000277,3678261,-2.0
1587824918.063633,3678870,0.0
1587825212.10561,3681556,-5.0
1587826376.975242,3692376,-6.0
1587826483.8731205,3693225,-3.0
1587827065.4737113,3699252,-4.0
1587827104.4334958,3699523,0.0
1587827206.3552945,3700359,-8.0
1587827216.392873,3700476,-77.0
1587827295.6164038,3701200,-5.0
1587827320.9702659,3701358,-3.0
1587827786.6287508,3705212,-469.0
1587828520.4721954,3711685,-4.0
1587829037.606669,3716823,0.0
1587829530.270176,3720656,-4.0
1587829741.986813,3722403,-4.0
1587829927.7517438,3724022,-5.0
1587830339.2123876,3728192,-7.0
1587831435.3551521,3738249,-4.0
1587832163.025088,3744360,-2.0
1587832697.6497073,3749320,-6.0
1587833847.428412,3760904,-1.0
1587834310.4674656,3765024,-4.0
1587834563.8343186,3766955,-22.0
1587834573.3718214,3767032,-9.0
1587835652.7234359,3776638,-5.0
1587836188.5714042,3780799,-10.0
1587836382.8580244,3782397,-1.0
1587837521.063781,3792794,-5.0
1587837537.4853702,3792902,-5.0
1587837784.854253,3795187,-30.0
1587838313.6842587,3800554,-7.0
1587838364.8122668,3800952,-7.0
1587838614.7677567,3803163,-9.0
1587839597.9885874,3812349,-1.0
1587839816.4528584,3814335,-9.0
1587840443.0954273,3820131,-5.0
1587840491.8460765,3820525,-2.0
1587840540.4386656,3820920,-3.0
1587840554.5946007,3821015,-3.0
1587840575.7041652,3821162,-11.0
1587841045.429372,3826369,-4.0
1587841065.745639,3826544,0.0
1587841774.1908667,3833203,-5.0
1587842457.384375,3839751,-6.0
1587842964.448669,3844360,-2.0
1587843024.06172,3844883,-4.0
1587843311.6085079,3847439,-85.0
1587843314.7919092,3847470,-4.0
1587843681.5719423,3850806,-9.0
1587843704.4626925,3851011,-4.0
1587843707.6785378,3851033,0.0
1587843732.0298846,3851236,-8.0
1587843814.592899,3851956,-2.0
1587844452.761972,3858340,-2.0
1587845866.5362852,3870902,-6.0
1587845873.9250326,3870952,-3.0
1587845953.4848592,3871884,-4.0
1587846218.2726834,3874154,-1.0
1587847109.2666543,3881513,-19.0
1587848579.9484892,3895949,-2.0
1587848667.9378748,3897045,-6.0
1587848880.994635,3899249,-4.0
1587849065.111393,3901076,-9.0
1587849176.4789412,3902430,-624.0
1587849246.9337747,3903220,-8.0
1587851232.1182966,3921636,-5.0
1587851275.8173223,3922020,-4.0
1587851589.437585,3924941,-4.0
1587851776.815761,3926687,-1.0
1587851917.6950605,3928220,-12.0
1587852278.721289,3931242,0.0
1587852598.7241871,3934195,-8.0
1587852731.6257572,3935578,-5.0
1587852758.2346642,3935815,-7.0
1587852777.5448947,3935942,-4.0
1587852856.4815428,3936542,-7.0
1587854036.4757564,3946599,-1.0
1587854124.7506673,3947340,-8.0
1587854401.1133597,3949860,-4.0
1587855000.2171655,3956321,-2.0
1587855171.0436702,3958041,-10.0
1587855682.8436925,3962645,-6.0
1587856035.7680416,3965725,-5.0
1587856367.1346486,3969040,-2.0
1587856830.3663697,3973764,-5.0
1587857041.086722,3975321,-5.0
1587857192.5823174,3976395,-9.0
1587858106.1017632,3986242,-2.0
1587858208.6480408,3987180,-3.0
1587858803.414953,3992143,-87.0
1587859575.7243402,3999932,-3.0
